org_list	MBE035	MBE036	MBE037	MBE038	MBM135	MBM137	MHS232	MHS236	MHS238	MHS239	MHS243	MHS246	MHS253	MHS266	MHS267	MHS276	MHS279	MHS283	MHS287	MHS289
Eubacterium rectale	26.29073798163023	0	0	6.73893747991407	3.029054326475966	5.9371323613704625	0	0	0	5.311566766875007	3.633658233308289	5.020421506165692	9.181389070730367	1.4295834593514447	0.14147772667872377	0	0	0.1861034343191679	0.6572733204986623	0.18537058926874692
Faecalibacterium prausnitzii	26.01105272703503	0	7.670964573065675	12.12227471221904	5.482409362281814	17.610550798774135	11.280642688628596	17.16572872329251	14.240249626939228	23.7607506983492	14.085456861478393	20.15437095090175	5.139154332409826	13.679696556887677	6.408862809163214	0	1.4098313966849747	14.861733318005028	1.2010096860264174	1.7762877860362285
Bacteroides stercoris	5.066526893237478	0	0.15440833202809578	0.6286549072874353	0	0.8599196512957948	9.251660257061303	0	0	0.63139074438891	8.040565581124074	0.29763189411343655	0	0.18078265025141568	0.2637890759977841	0	0	0.15910701089027632	0.5759379523278624	0
Bifidobacterium adolescentis	3.238886690864401	0	19.23745742771392	17.06787370885899	0	0	16.671067743743116	8.310178633280191	0	2.4892275948647478	0.4553730004273045	18.276455668081024	54.97463564710008	26.453184760317377	24.096442935691776	0	23.066240282433565	1.0061172682167467	26.522660548635553	25.348490712723144
Ruminococcus bromii	3.0882947280458617	0	0	14.86325009054129	0	2.8822410002572996	4.624920606287527	5.525606701516017	0	0	5.125933336438548	0	0	0	0	0	3.17471890887316	0	0	0.2609190369589916
Alistipes onderdonkii	2.7029996570136654	0	0	0	0	0	0	0	0	0	0.8636209909820511	0	0.23271768451730715	0	0	0	0	0	3.7345222505259117	0
Bifidobacterium longum	2.4569649365080344	31.042763896636412	2.2308258073084177	4.90644436907891	1.6863350373733383	0.6348413788184104	6.420196244582657	5.961709015267538	0	5.2067344148576575	1.5373749729137511	4.908757980224347	1.7109436593171186	1.083125031557655	14.439260053917751	0	0	1.7720270340364233	11.49356353547467	21.255969826143055
Dorea longicatena	2.3388792073420746	0	1.613374959005404	2.9672503546684323	0	4.2966329460257455	0	0.620500969640593	2.2257254898645913	6.007321305421232	0.578693906150958	1.8111365099181618	0.9867270357857276	0.43662024269940736	0.5918012595976625	0	0	0.40478457511320043	0	0
Subdoligranulum unclassified	2.276074328490579	1.1130067381289879	0.8712397120671364	3.467042314157629	2.507166825435686	8.294024288032526	0	2.789443222618702	0.5001615615530397	2.398653173897709	4.2819055758182065	6.459631341329682	1.5461615009049288	0.6760555047516265	1.0372900306601096	0.5562243274663174	0	4.7515019667450575	0.8645558269663549	10.424771274153276
Collinsella aerofaciens	2.0679230410361327	0	3.6725176789987533	6.4196525940546545	3.619034749003553	6.449264913804743	3.99056926491907	2.887914337538441	0	8.641931051935732	0.6331499231459337	3.8687920366942157	4.98321879009098	12.90626751609249	10.167138529943934	0	0	3.4015897961203816	8.439066608211728	4.406176499667171
Eubacterium eligens	1.9374930443242244	0	0	0.11144630712191174	0	0.9546465446745419	0	0.5601274086123001	0	0.8746387660755887	0.9739810001356843	1.6344449277361512	0	0	0	0	2.8491601657975902	0.7693576236433665	0	0.5245815952194447
Roseburia inulinivorans	1.8808552359694337	0	1.0548042625255916	0.12756048597374822	0.774817052035031	0.6348821390995545	0	0	7.161790687674599	1.42775306278943	1.9782985988055724	0	0	0	0.7731149862788239	0	0	0.9228833514876698	0.11546337231726105	0.1193330154235687
Roseburia hominis	1.853888226556094	0	0.29923647406429676	0.2775455278559732	0.1946435453727921	0.4395283016464606	0	0	3.279754873236823	1.8962946744698033	0	0.40997960817552476	0.14166746046383427	0	0	0	0	0.9216093629663065	0	0
Ruminococcus sp 5 1 39BFAA	1.669676109305603	0	1.7906236805062394	2.65414459002288	1.1427834430980726	3.9168286463255884	5.947477111620106	5.328268679294608	0	4.481306318954589	8.36996474231105	3.3894377653933017	3.176107448384606	2.0334299486356127	4.777821362862488	0	0	0	2.068810005365579	0
Ruminococcus obeum	1.4828918477100168	0	0.71714565082184345	3.3084852560816636	0.39707404453773976	1.2838469553343743	0.4129332041811748	2.1334122753079034	3.6445690110349913	4.372899328953116	0.3319407119987525	1.2122807340573856	0.8326864730882493	2.1721663265665216	0.8281865803668447	0	0.19333921333760604	1.7432510710856275	2.8310325150858753	0.45245746856102415
Megamonas unclassified	1.34050239244867	0	17.152017339636995	0	0	1.7246693959071584	0	0	14.207987631358701	0.9152494970372648	1.4696745397362863	0	0	0.3064522463185285	0	0	0	1.0223353443141032	0	0.13778573647339848
Bacteroides ovatus	1.0527665285843715	3.1513692383604077	0.17452166212748138	0	0.293540888476278	0	1.9449122588944958	0.12417732269998195	0	0.16460598603596108	0.32259469048771444	0	0	0	0.19241539623818962	0	0.7773952440446829	0	0	0
Bilophila unclassified	1.0505994463408663	0	0.7510463442958079	0.2045369894614684	0.22168073772246855	0.49241476643085147	0.8579523319392377	3.1514308757231198	0	0	0.14214458285151876	0.31677909990424385	0	0.13254470221558964	0.27607912189348777	1.51148068932061	2.873501288760242	0	0.28723896538004967	0
Coprococcus comes	0.9844933113614146	0	0	1.6537731359878178	0	2.7620083609526698	0	0.9964631383839349	4.106531403772158	1.6286538106300998	0.7888629445941924	1.374483626623651	0	1.0232381647954785	0	0	0	0.9332370359787503	1.334449573896761	0
Bacteroides dorei	0.9692731028941788	0	0	0.2514962913661623	0.1058359128249008	1.1266345509618154	3.1707663381775495	5.253585701381143	9.051019337171969	0	0.8472781104632912	0.11151260209118073	0	0.13192247450778982	0.12097061703952906	0	0.49803125935954956	0	0	0.3314275344065515
Eggerthella unclassified	0.9658807077933644	1.9015835528799443	0.174714279704038	0	0.11643061389879344	0	0	3.0369859862095785	1.5636401070744033	0	0	0	0	0	0.5924208404238096	12.358962205298575	3.4654528264605826	0	0	0.2414400357186151
Eubacterium hallii	0.9611718608623832	0	0.5876660883070486	1.7271754419106569	0	0.41261632602110876	0	0.24353409715850496	8.98481482409514	0.4891973323045416	0.6203510377830387	1.3288140695640223	0	1.116959938226049	2.414699463686774	0	3.9202602133519067	0.9256335489306131	0.9428697616149786	0.11822544571297869
Klebsiella pneumoniae	0.9459415258426076	0	0.6616312377047893	1.1259227159539762	2.8838594526549173	0	0.6360390104195879	0.40561615182027444	0	0	0	0	0	0.16653261569737698	0	0.23296247667190334	0	0.39389500656154647	0	0
Oscillibacter unclassified	0.745537051081065	0.19680713625090857	0	0.5145229036902177	0.14095295346734568	0.9284886342503548	0.17156621246136425	1.079518647453619	0	0.6190419949892105	0.35384260206199764	0.21557962757427035	0.12673056227186777	0.162799249450578	0.3646385517816199	0	0	0	0.16121071477383658	0.28478767228170643
Bacteroides caccae	0.6503677103125469	0	0.266653690324667	0.13809124320586944	0	0.1709995694695304	1.151596641033298	0	1.820407754994798	0	0	0.23600465529646625	0.16657580222492901	0	0	0	0	0	0.9582101271151555	0
Parabacteroides johnsonii	0.5032491550151397	3.9515371482525214	0	0	0	0.22594442845169527	0	0	0	0	0.214168690119139	0	0	0	0	0	0.5692519550947068	0	0	0
Streptococcus salivarius	0.49836815669098283	0.8912666732671515	0.19108677371135038	0	0	0.17854022148117768	0.45754021730507544	0.3646973086422484	0.17902086755384136	0	0.3863663518923922	0	0.4344570123366214	12.520221125446716	0.3210850668223	0.5810564025805136	0	2.1910074812448164	0.4937914610638609	0
Coriobacteriaceae bacterium phI	0.4250316631981536	0	0	0.22931405393666054	0	0	0	0	0	0	0	0	0	0	0.20814868639723502	0	0	0	0	0
Coprococcus catus	0.4223278736700418	0	0	0.6001521961980029	0	0.8231946379850155	0	0.7866830274382561	0	0.9322391826833973	1.6629741612376034	0.5532767731112458	0.4437089716644812	0.26582383713546764	0	0	0	0.11826860106657106	0	0.11134632007931419
Roseburia intestinalis	0.390581131457943	0	0	0	0.368077488977067	0.26755048542947324	0	0	0	0	2.2324334285824223	2.712242449707394	0	0	0	0	1.120598028258261	0.7962630478921607	0	0
Bacteroidales bacterium ph8	0.3901051834885751	0	0	0.15835512601015256	0	0.216294431890844	0	0.5938712463025126	0	0.30822112913674216	0	0.3718059356740415	0	0	0	0	0	0	0	0
Parabacteroides unclassified	0.38061660375883455	1.0395763454725906	0	0.503063258955359	0.3613207158422394	0.12238274413497767	0.41888552197228884	0.6357237535609896	0	0	0	0	0	0	0.6673291780112593	5.591948745626329	5.478142436960319	0	0.4744157581750055	0
Ruminococcus torques	0.3388040683222297	0.14276566749816674	0	1.2152271720595484	1.1796881501752923	2.228486850988055	0	0	1.9698735754432075	1.149022697021707	0.5864906954938608	0.8544000389584765	1.0674207401972806	0.688132842555479	0.4672756706048308	0.10933797242871242	0	0.23032903584649816	0.5236813470483432	0.23113658905312648
Ruminococcus callidus	0.3259433465967543	0	0	0	0	0.21753762046573719	0	0	0	0.13744076840093136	0.13051015303983654	0	0	0	0	0	0	0.1027987404500152	0	0
Bacteroides cellulosilyticus	0.32510284273595547	0	0	0	0	0.1169820068833925	0	0	0	0	0.5420489962393148	0	0	0	0	0	0	0	0.29726647461975564	0.12369216593589082
Bacteroides plebeius	0.2689106026929136	0	0.3440859561004267	0.27447616045562334	0	0	0	0	0	0.3673448289764217	0	0	0.25231602990622387	0	0	0	0	0	0	0
Escherichia coli	0.23096641032649118	0.9367556846674764	0	0.3798443123965792	41.672726552886246	0	0.353804152575388	0.3748255342106189	0.10415210675560752	0	0.3589155779851071	0	0	0	0	0	2.4798639394672426	4.093416118320774	0.24220135563002565	0.549425704782679
Megamonas funiformis	0.218531003807685	0	1.2380038533653077	0	0	0	0	0	0	0.1404467139784898	0	0	0	0	0	0	0	0	0	0
Eubacterium ramulus	0.18318933544397692	0	0	0	0	0	0	0	0	0.6662129990694771	0.21120185988865778	0.6978014520283008	0	0	0	0	0	0	0	0
Escherichia unclassified	0.16904254154595394	0.48570914561554757	0	0.19259270776865978	24.940936308979865	0	0.12533216510254105	0.2907145787891209	0	0	0.20561247324283657	0	0	0	0	0	1.4386640963300192	2.106833239654733	0.13021567357486685	0.6357043691186397
Parabacteroides distasonis	0.15513878490888483	2.366505196271853	0.5174924638373172	0.15584107179078707	0.1619807586492756	0.6262409594970182	0.2132425428018641	0.72759832878189	0	0	0.24914285945730297	0.25663091481888084	0	0	0.1382985660461988	0	6.60255729831864	0	0.33644372002139744	0
Lachnospiraceae bacterium 1 4 56FAA	0.13916921155370784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13334191943702245	0	0	0	0	0
Lactococcus garvieae	0.13124012091508794	0	0	0	0	0	0	0.3942396579704314	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides uniformis	0.12986290976968268	0	0	0.6936366460658939	1.0577228401959524	2.8241474095567574	1.296786708444055	8.117813387139448	1.4193164824281308	2.120694604967467	1.2287740004414804	4.817690529035383	0	0.3701744838697667	0.30959742888177044	6.043384951560265	0	0	0.1904415632450926	0
Clostridium leptum	0.1217717942904269	0	0	0.6862055460439944	0	0	0	0.10940107377458365	0	0	0	0	0	0.5374925345425632	0	0	0	0	1.1675407193931824	0
Dorea formicigenerans	0.1139844753873634	0	0.20513771903279618	0.5300009965347448	0.5147873343530103	0.9602307031912752	0	0.6801235399954798	0.2550971890101112	1.9118829395426147	1.2974262494608064	0.5841759160348239	0.7884128582980855	1.4068058450642806	0.3788584395948307	0	0	0.3340579901375089	0.39377998367209216	0.11340904165041299
Bilophila wadsworthia	0.10838449183288475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12602598790013553	0	0	0
Streptococcus parasanguinis	0	0.4908909285996589	0.1857441704037011	0	0	0	0	0	0	0	0	0	0.17700325693288935	1.130128724632108	0.4019454431658509	0.19705909770996902	0	0.40393524943229153	0	0
Lachnospiraceae bacterium 8 1 57FAA	0	0	0	0	0	0	0	0	0	0	0.37230175397383114	0	0.45659888652213476	0	0	0	0	0	0	0
Gordonibacter pamelaeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1788931982056335	0
Eggerthella lenta	0	0.5183895944163118	0	0	0	0	0	0.6547014908484174	0	0	0	0	0	0	0	0	0.4141314267563827	0	0	0
Lachnospiraceae bacterium 5 1 63FAA	0	0	0	0	0	0.6498411622794168	0	0	0.27328103991903707	0.512046580782604	1.158835787465598	0.6888868832786134	0.3105233183829237	0	0.11915250281198282	0	0	0	0	0.12250330670525753
Megasphaera unclassified	0	0	9.529055094202665	0.2683677154647956	0	0	6.243314379900367	0	0	0.5188302687752021	0	0	0	1.6102437041521458	0	0	0	0	1.0745657348349384	0
Veillonella unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1357085150516497	0.1150910061176284	0	0	0	0
Bacteroides thetaiotaomicron	0	11.293429378435572	0.16579304457931052	0	0.3236282235564745	0	0.5268559180338555	0.13531025200709867	0.12450956684899826	0	0.21575842508905554	0.26941919572277784	0	0	0	1.4838883713293065	0	0	0	0
Ruminococcus gnavus	0	17.599548591239223	0.14892379997982583	0	0.2176913126279141	0	3.4594183807371275	0.11181642215661991	7.828655998069513	0.2137674135392054	0.9980092872924485	0	0.15286506731737767	0	6.793622502200527	20.679163320841127	1.5817903021824027	0.10691392559441928	0.15776344162772934	0
Haemophilus parainfluenzae	0	0	0.106639173042055	0	0	0	0	0	2.466392329011172	0	0	0	0	0	0.14278798777008392	0	0	0.5333057504707438	0	0
Peptostreptococcaceae noname unclassified	0	0	0	0.18572701753103518	0	0	0	0	0.8517529101457132	0	0	0	0	0	0	0	0	0	0.4730368489165626	0.16402192906737448
