org_list	MBE035	MBE036	MBE037	MBE038	MBM135	MBM137	MHS232	MHS236	MHS238	MHS239	MHS243	MHS246	MHS253	MHS266	MHS267	MHS276	MHS279	MHS283	MHS287	MHS289
Eubacterium rectale	26.211648250274123	0	0	6.680978388492043	3.035969479069654	5.935415073228723	0	0	0	5.376905366883868	3.4024329392653248	4.908791626847555	9.19563788788918	1.4551955366463407	0.1441057047506715	0	0	0.18656588159506451	0.6483601852283815	0.17549015304123317
Faecalibacterium prausnitzii	26.17528413573778	0	7.6776341019825525	12.126421892793386	5.4989815877082515	17.451045150838436	11.475665620417612	16.984447991230585	14.245892347855563	23.575177749630033	13.312523228128454	20.050540279860105	5.170588677131511	13.812420745770519	6.472592936290157	0	1.3942421523796944	14.799818266593284	1.1887313316281722	1.7822361286567394
Bacteroides stercoris	5.057939818654841	0	0.15318753925918818	0.6290592593153704	0	0.8784204257526832	9.327482013807256	0	0	0.6292324211263781	7.486315552997238	0.29542567380580165	0	0.1713445236441891	0.27011309061262245	0	0	0.15045374714954754	0.5738793906043046	0
Bifidobacterium adolescentis	3.22854668970233	0	19.21289010815022	17.112163196048876	0	0	16.513486109932902	8.240813809798095	0	2.5030092422192496	0.42030113589476525	18.37222326191782	55.0732112336865	26.53390590825793	24.263291213332234	0	23.174086383821074	0.9946911522844262	26.282836355227957	24.995132612431572
Ruminococcus bromii	3.055991632713339	0	0	14.728913061592419	0	2.9068386745220245	4.684236783531475	5.49891016678635	0	0	4.844477732322342	0	0	0	0	0	3.1721676650178705	0	0	0.25541082783389674
Alistipes onderdonkii	2.672231370851254	0	0	0	0	0	0	0	0	0.10181925255043116	0.7915254055152218	0	0.2386160431682169	0	0	0	0	0	3.793895901325118	0
Bifidobacterium longum	2.4626547118586464	30.9318028556273	2.323515083490404	4.563186958860112	1.7007571197122953	0.6143069713736378	6.393924888204855	5.9783555825088746	0	5.125129139770481	1.4711908353083367	5.5726587998566055	1.4922118825315724	1.0863096072047032	14.513042933053596	0	0	1.74899195382823	11.361840357150827	21.41736903374126
Dorea longicatena	2.354675039348096	0	1.6086770907492394	3.022217508881701	0	4.308673193402079	0	0.6680893282618239	2.145006369369093	6.017408167979429	0.5394602943719854	1.738708847055654	0.9742001725050051	0.4445420360102689	0.5858428872844625	0	0	0.4881204018192752	0	0
Subdoligranulum unclassified	2.223359619345102	1.0931633789513293	0.8782292441432872	3.3866563646509564	2.545560669603681	8.241834604531858	0	2.7835583625351124	0.4562610671874144	2.2770736610712445	3.860852029547903	6.523404778373866	1.5773493568973265	0.6456395335508086	0.9997568260690584	0.5294074693926509	0	4.832151365244922	0.8521986235657073	10.014868395595247
Collinsella aerofaciens	2.099114718413291	0	3.7727464934375217	6.30478311479425	3.677686990534816	6.318013522584392	3.855892321178262	2.74633909925729	0	8.591045124672233	0.6098467191896934	3.9495793158941646	5.155920987477118	12.974069569993107	9.938761426659688	0	0	3.4277007165407736	8.550494611703952	4.422687188141702
Eubacterium eligens	1.9492884974084876	0	0	0.1178166796704365	0	0.972943309008561	0	0.5554064100970065	0	0.890065566196983	0.9137157523865793	1.5954254825331309	0	0.10450222612362055	0	0	2.882014296367762	0.7814455610584211	0	0.5334717744361147
Roseburia hominis	1.8885670010074729	0	0.3063953642284021	0.28227523046972647	0.19417006600751147	0.45461734088061684	0	0	3.3082498039903987	1.9176703819998833	0	0.41212213706337864	0.14298716673453135	0	0	0	0	0.9194844982698123	0	0
Roseburia inulinivorans	1.8711992166795466	0	1.0507794936220205	0.1288660965207972	0.7886288801285921	0.6416135820920026	0	0	7.164632475082013	1.4429741618924086	1.8676783874645455	0	0	0	0.7793861672140366	0	0	0.8919656768922374	0.11308018246983347	0.1233511851631459
