"org_list","pval","betaestimate","stderror","padj"
"s__Adlercreutzia_equolifaciens",0.35725820955953,10.4127472993511,11.281617102541,0.981611861754629
"s__Akkermansia_muciniphila",0.954288711212362,0.00446102646548099,0.0777150375979106,0.981611861754629
"s__Alistipes_finegoldii",0.150194704464005,-0.827918639763979,0.572937828369899,0.981611861754629
"s__Alistipes_indistinctus",0.411372763620653,0.301830505353569,0.366563350045485,0.981611861754629
"s__Alistipes_onderdonkii",0.229619242689236,-0.063986193691228,0.0530805815351978,0.981611861754629
"s__Alistipes_putredinis",0.433191873120243,0.0414900883277302,0.0528191579290237,0.981611861754629
"s__Alistipes_senegalensis",0.121680490486403,2.07812271168062,1.33629835466008,0.981611861754629
"s__Alistipes_shahii",0.614655278091303,0.0462505013109752,0.0917082614418942,0.981611861754629
"s__Alistipes_sp_AP11",0.185017498162951,0.506340944895555,0.380539518912479,0.981611861754629
"s__Alistipes_sp_HGB5",0.5508547539057,-0.508693907763754,0.851212335361817,0.981611861754629
"s__Anaerostipes_hadrus",0.657592156400996,3.34624676829203,7.53690465407768,0.981611861754629
"s__Bacteroidales_bacterium_ph8",0.110413335693294,0.149165067588655,0.0929789381520632,0.981611861754629
"s__Bacteroides_barnesiae",0.953590168954323,-0.178818517690882,3.06823655394548,0.981611861754629
"s__Bacteroides_caccae",0.560090111276988,-0.0414404958167216,0.0709841179078005,0.981611861754629
"s__Bacteroides_cellulosilyticus",0.625925694958335,-0.0802233155670468,0.164286612306351,0.981611861754629
"s__Bacteroides_clarus",0.754525646791438,-0.0558948555500319,0.178488043908481,0.981611861754629
"s__Bacteroides_coprocola",0.0337544123526665,0.342558043890231,0.160115383556787,0.981611861754629
"s__Bacteroides_coprophilus",0.934165514351959,-0.0297828460809759,0.360038070077656,0.981611861754629
"s__Bacteroides_dorei",0.551392821892729,-0.0328140285907802,0.0549829916750249,0.981611861754629
"s__Bacteroides_eggerthii",0.453007917747146,0.0462935549110143,0.0615563730304603,0.981611861754629
"s__Bacteroides_faecis",0.719519718216029,-0.202675995439882,0.563509239126253,0.981611861754629
"s__Bacteroides_finegoldii",0.915130581837222,-0.0227816842713144,0.213471439867272,0.981611861754629
"s__Bacteroides_fragilis",0.134113152295,-0.0829620003468372,0.0551280420578942,0.981611861754629
"s__Bacteroides_intestinalis",0.454278426765191,0.462868584046892,0.617211649794409,0.981611861754629
"s__Bacteroides_massiliensis",0.91839807029966,-0.0113919239010788,0.111036190065796,0.981611861754629
"s__Bacteroides_nordii",0.926048336732669,0.430563371669064,4.63227334812255,0.981611861754629
"s__Bacteroides_ovatus",0.224298077747037,0.0476188986827573,0.0390512006989593,0.981611861754629
"s__Bacteroides_plebeius",0.183516576599341,0.122736225709495,0.0919256181616623,0.981611861754629
"s__Bacteroides_salyersiae",0.634705055927962,-0.159654812975823,0.33545906197287,0.981611861754629
"s__Bacteroides_sp_2_1_22",0.774865800510966,-1.2874439528322,4.49450202971844,0.981611861754629
"s__Bacteroides_sp_3_2_5",0.766986078062734,0.0578119830741945,0.194803906982632,0.981611861754629
"s__Bacteroides_sp_4_3_47FAA",0.506936948807018,-0.165134118420736,0.248339880917511,0.981611861754629
"s__Bacteroides_stercoris",0.512755649683526,-0.0259484562309564,0.0395639534737663,0.981611861754629
"s__Bacteroides_thetaiotaomicron",0.814705538503225,-0.0170282455069283,0.0725515235119465,0.981611861754629
"s__Bacteroides_uniformis",0.309833533429249,-0.0569975169344681,0.0559643639630279,0.981611861754629
"s__Bacteroides_vulgatus",0.271609142196202,0.0945135161212036,0.0857058530049537,0.981611861754629
"s__Bacteroides_xylanisolvens",0.240456904945444,0.235845785000775,0.200249919421124,0.981611861754629
"s__Barnesiella_intestinihominis",0.52200368465437,-0.127666137954544,0.199004836354732,0.981611861754629
"s__Bifidobacterium_adolescentis",0.71831962669091,-0.031844239312368,0.088143943559449,0.981611861754629
"s__Bifidobacterium_animalis",0.726776454327185,14.1204616817226,40.3482200941114,0.981611861754629
"s__Bifidobacterium_bifidum",0.453621616171464,0.320907602259896,0.427290761578045,0.981611861754629
"s__Bifidobacterium_breve",0.857436944684843,-0.043249010565837,0.240409889905328,0.981611861754629
"s__Bifidobacterium_catenulatum",0.342295295947307,-1.09048873692196,1.14526820931441,0.981611861754629
"s__Bifidobacterium_dentium",0.616529616242247,-0.570242815191312,1.13673259421589,0.981611861754629
"s__Bifidobacterium_longum",0.574092160944493,0.094685742947884,0.168159956789558,0.981611861754629
"s__Bifidobacterium_pseudocatenulatum",0.404077761252204,-1.16100931629396,1.38819966873599,0.981611861754629
"s__Bilophila_wadsworthia",0.671823364686097,5.02121209200029,11.8328369609384,0.981611861754629
"s__Blautia_producta",0.286341042654548,0.947438722263165,0.885974978995385,0.981611861754629
"s__Burkholderiales_bacterium_1_1_47",0.634458228570632,3.22277652580976,6.76660824090305,0.981611861754629
"s__Butyrivibrio_crossotus",0.932250013965833,3.84220104788604,45.1312230586218,0.981611861754629
"s__Catenibacterium_mitsuokai",0.881753168900345,0.315042855024527,2.11495449815851,0.981611861754629
"s__Citrobacter_freundii",0.681392180794363,0.934586645716864,2.27263421231838,0.981611861754629
"s__Clostridiales_bacterium_1_7_47FAA",0.221756988348715,0.397246358931068,0.323981525941998,0.981611861754629
"s__Clostridium_asparagiforme",0.296480833161236,0.857960091395705,0.819394305549314,0.981611861754629
"s__Clostridium_bartlettii",0.78831431327955,1.94787056423523,7.24377713648879,0.981611861754629
"s__Clostridium_bolteae",0.123427774605412,1.20341015868838,0.777478705061306,0.981611861754629
"s__Clostridium_clostridioforme",0.768245374063574,0.423112995272598,1.43370540029867,0.981611861754629
"s__Clostridium_hathewayi",0.795691432837811,0.251347660024892,0.969281455545731,0.981611861754629
"s__Clostridium_leptum",0.867953773462565,0.659098277362895,3.9586197666779,0.981611861754629
"s__Clostridium_nexile",0.795178775717088,-0.0661076090648448,0.254280585135394,0.981611861754629
"s__Clostridium_perfringens",0.788067011729737,4.84409515252894,17.9927729788329,0.981611861754629
"s__Clostridium_sp_ATCC_BAA_442",0.444620152162682,-1.07811175122366,1.40725514712903,0.981611861754629
"s__Clostridium_sp_L2_50",0.985386009814763,-0.0399007266517669,2.17530928301552,0.991286524843594
"s__Clostridium_symbiosum",0.306540502603018,4.8422617526313,4.72214170760533,0.981611861754629
"s__Collinsella_aerofaciens",0.179478658244276,0.723056559134422,0.536536948653364,0.981611861754629
"s__Collinsella_intestinalis",0.780209633787364,3.54250640760028,12.6759690860339,0.981611861754629
"s__Collinsella_tanakaei",0.559507122139581,3.5439611934006,6.06149247850243,0.981611861754629
"s__Coprobacter_fastidiosus",0.400039749340749,0.883781416741453,1.04767734123151,0.981611861754629
"s__Coprococcus_catus",0.857748544055219,-0.863972135318583,4.81322889360509,0.981611861754629
"s__Coprococcus_comes",0.868115446477078,0.539494605184465,3.24427563573462,0.981611861754629
"s__Coprococcus_eutactus",0.395630617499827,-10.5505853152311,12.3906201869849,0.981611861754629
"s__Coprococcus_sp_ART55_1",0.56017349917905,-0.436627920292282,0.748066403067492,0.981611861754629
"s__Coriobacteriaceae_bacterium_phI",0.293651244868521,-1.46266272243534,1.38872856356619,0.981611861754629
"s__Desulfovibrio_desulfuricans",0.859733043581786,0.45066381969123,2.54657339075469,0.981611861754629
"s__Desulfovibrio_piger",0.959035155100082,-0.170566216039079,3.31606222259331,0.981611861754629
"s__Dialister_invisus",0.693628348651378,0.754761841299757,1.91286113173124,0.981611861754629
"s__Dialister_succinatiphilus",0.459685902761247,2.07899882805127,2.80580098404025,0.981611861754629
"s__Dorea_formicigenerans",0.902234883386775,0.668439701545893,5.4338987796661,0.981611861754629
"s__Dorea_longicatena",0.243127768627258,1.92084848037233,1.64025275472306,0.981611861754629
"s__Enterobacter_aerogenes",0.718431126861544,-1.40806005778751,3.8990826299091,0.981611861754629
"s__Enterobacter_cloacae",0.603423278235351,-0.290578062613205,0.558367353207344,0.981611861754629
"s__Enterobacter_hormaechei",0.279428348681433,-6.36743378490621,5.86918511551588,0.981611861754629
"s__Escherichia_coli",0.220479907554652,-0.0480046462031806,0.0390424976904776,0.981611861754629
"s__Eubacterium_biforme",0.657650383822163,0.466110312945009,1.05003240638754,0.981611861754629
"s__Eubacterium_cylindroides",0.958756012273905,0.123151223424486,2.37802501062467,0.981611861754629
"s__Eubacterium_eligens",0.109939665409455,-0.836683411455444,0.520830461864604,0.981611861754629
"s__Eubacterium_hallii",0.862043800563161,-0.332611176963276,1.91130248597433,0.981611861754629
"s__Eubacterium_limosum",0.488586316868705,-13.058616161246,18.8166421033117,0.981611861754629
"s__Eubacterium_rectale",0.17520365861424,-0.257308534031144,0.189049184383563,0.981611861754629
"s__Eubacterium_siraeum",0.699896315563897,-0.118313504131727,0.306448584968681,0.981611861754629
"s__Eubacterium_ventriosum",0.76840254612224,1.2548169023986,4.25487977358598,0.981611861754629
"s__Faecalibacterium_prausnitzii",0.509824389172879,0.103461541797967,0.15665690960543,0.981611861754629
"s__Flavonifractor_plautii",0.872337746882057,0.275717581462016,1.71338112539681,0.981611861754629
"s__Fusobacterium_mortiferum",0.907732408195593,-0.481974850002221,4.15268621987494,0.981611861754629
"s__Fusobacterium_ulcerans",0.964083078509011,0.133519742165143,2.96095564896559,0.981611861754629
"s__Fusobacterium_varium",0.797232623346448,-1.15456742275307,4.48701356695819,0.981611861754629
"s__Haemophilus_parainfluenzae",0.959347818881016,0.0244198467830336,0.478413012730615,0.981611861754629
"s__Klebsiella_oxytoca",0.540074789035123,1.28878853574439,2.09941854660922,0.981611861754629
"s__Klebsiella_phage_KP36",0.768710020919083,-0.0107001916017075,0.0363322706358209,0.981611861754629
"s__Klebsiella_pneumoniae",0.00208570769923772,-0.458824639501986,0.14690027682155,0.350398893471937
"s__Lachnospiraceae_bacterium_1_1_57FAA",0.493765475389279,-2.37152594166648,3.45835544798179,0.981611861754629
"s__Lachnospiraceae_bacterium_1_4_56FAA",0.929654271974826,-1.42595125148045,16.1299088492088,0.981611861754629
"s__Lachnospiraceae_bacterium_2_1_46FAA",0.960520942281975,0.603957689441366,12.1841273563496,0.981611861754629
"s__Lachnospiraceae_bacterium_2_1_58FAA",0.622909347544804,-10.9815906225565,22.2937881101438,0.981611861754629
"s__Lachnospiraceae_bacterium_3_1_46FAA",0.943855238331207,-0.214874917714258,3.04682911190939,0.981611861754629
"s__Lachnospiraceae_bacterium_3_1_57FAA_CT1",0.939638056976029,-0.115253888123645,1.51987368746712,0.981611861754629
"s__Lachnospiraceae_bacterium_5_1_63FAA",0.531917656032178,2.14341127004973,3.42235305293715,0.981611861754629
"s__Lachnospiraceae_bacterium_7_1_58FAA",0.690950647288992,3.31935864580637,8.33571885920641,0.981611861754629
"s__Lachnospiraceae_bacterium_8_1_57FAA",0.222033128448993,-4.09116683181158,3.33862822956443,0.981611861754629
"s__Lactobacillus_crispatus",0.524927416116765,0.486490430759949,0.763700461720746,0.981611861754629
"s__Lactobacillus_delbrueckii",0.19495969165167,-2.87534823983306,2.2102505529945,0.981611861754629
"s__Lactobacillus_fermentum",0.88383860369613,0.192897877032563,1.3183879674425,0.981611861754629
"s__Lactobacillus_gasseri",0.260188605273816,-2.50985714231699,2.22205029604684,0.981611861754629
"s__Lactobacillus_mucosae",0.83785152513492,-0.234285125579938,1.14318647920175,0.981611861754629
"s__Lactobacillus_reuteri",0.62210153867524,-1.28799858113811,2.60870586138196,0.981611861754629
"s__Lactobacillus_ruminis",0.0990271880333107,3.54285892979781,2.1365609948551,0.981611861754629
"s__Lactobacillus_salivarius",0.436480102868902,-1.03779308885821,1.33067561380286,0.981611861754629
"s__Lactobacillus_vaginalis",0.99608322076828,-0.0212475371459968,4.32226363509804,0.99608322076828
