"org_list","pval","betaestimate","stderror","padj"
"s__Adlercreutzia_equolifaciens",0.988005544187631,-0.0036802215504346,0.244628379420453,0.990435396582712
"s__Akkermansia_muciniphila",0.915660823341369,-0.000419293329870567,0.00395643285758761,0.990435396582712
"s__Alistipes_finegoldii",0.581881066393967,0.014958572714831,0.0271405526162405,0.990435396582712
"s__Alistipes_indistinctus",0.533027027324123,0.0108878731724179,0.017448214387701,0.990435396582712
"s__Alistipes_onderdonkii",0.891716296682553,0.000376443207252667,0.00276325341697303,0.990435396582712
"s__Alistipes_putredinis",0.447331753574255,0.00181037601603793,0.00237979422368659,0.990435396582712
"s__Alistipes_senegalensis",0.640476072011733,-0.0327276660214929,0.0700147035184566,0.990435396582712
"s__Alistipes_shahii",0.877950659136351,-0.000709552593718236,0.00461707964980838,0.990435396582712
"s__Alistipes_sp_AP11",0.690625330215438,0.00793632029373141,0.0199236781037755,0.990435396582712
"s__Alistipes_sp_HGB5",0.770670810703803,0.013208331800759,0.0452768753345175,0.990435396582712
"s__Anaerostipes_hadrus",0.00501406601745855,-0.584416346241674,0.206944722556075,0.211844289237624
"s__Bacteroidales_bacterium_ph8",0.582375412682765,-0.00265868698533709,0.00483019761559929,0.990435396582712
"s__Bacteroides_barnesiae",0.742400636244031,0.0418915191769155,0.127354537917174,0.990435396582712
"s__Bacteroides_caccae",0.661724755563476,-0.00156430340140623,0.00357223793967616,0.990435396582712
"s__Bacteroides_cellulosilyticus",0.435657806587034,-0.00574463566355364,0.00736073939617542,0.990435396582712
"s__Bacteroides_clarus",0.896983018625416,0.00118863449963439,0.00917386063082118,0.990435396582712
"s__Bacteroides_coprocola",0.685453212405604,-0.00178186518718394,0.00439565106782273,0.990435396582712
"s__Bacteroides_coprophilus",0.639564872997157,-0.00346647450637194,0.00739569150285225,0.990435396582712
"s__Bacteroides_dorei",0.558710413358106,0.00134803607436899,0.00230307926013338,0.990435396582712
"s__Bacteroides_eggerthii",0.472275891583971,0.00197192125387932,0.00274045272641043,0.990435396582712
"s__Bacteroides_faecis",0.934093197651447,-0.002461372709575,0.0297426798026489,0.990435396582712
"s__Bacteroides_finegoldii",0.302145215374369,0.0100647083152971,0.00973971372950244,0.990435396582712
"s__Bacteroides_fragilis",0.581342297169596,0.00144691515198131,0.0026215121688287,0.990435396582712
"s__Bacteroides_intestinalis",0.101949125306136,0.0275483284482877,0.0168000038052067,0.695720466562273
"s__Bacteroides_massiliensis",0.512056003670382,0.00232548588162399,0.00354327420771787,0.990435396582712
"s__Bacteroides_nordii",0.95879788095797,-0.00861502437521877,0.166637533147799,0.990435396582712
"s__Bacteroides_ovatus",0.957632825525013,-0.000101895619818654,0.00191668502692973,0.990435396582712
"s__Bacteroides_plebeius",0.66318695473229,-0.00131139711438527,0.00300856673854302,0.990435396582712
"s__Bacteroides_salyersiae",0.5933029481961,0.0084368783753929,0.0157832478758924,0.990435396582712
"s__Bacteroides_sp_2_1_22",0.618402347220271,0.00823007568739078,0.0165076837547766,0.990435396582712
"s__Bacteroides_sp_3_2_5",0.790875065395325,-0.00278524837255106,0.0104954286198553,0.990435396582712
"s__Bacteroides_sp_4_3_47FAA",0.906902492994324,0.00138011819952795,0.011792742119143,0.990435396582712
"s__Bacteroides_stercoris",0.846870219717293,0.000324693846408506,0.00168011895349899,0.990435396582712
"s__Bacteroides_thetaiotaomicron",0.362758304377097,0.00285916882214398,0.00313742089631547,0.990435396582712
"s__Bacteroides_uniformis",0.298131297288062,0.00238610435940422,0.00228992934662317,0.990435396582712
"s__Bacteroides_vulgatus",0.00929892319085505,0.00663910041216312,0.00253849922937049,0.269375584402211
"s__Bacteroides_xylanisolvens",0.298227599645629,0.010576582832751,0.0101523064717057,0.990435396582712
"s__Barnesiella_intestinihominis",0.882457891341164,-0.00144549960625055,0.00976939177343189,0.990435396582712
